address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,condition,usd_price,is_old
"Бишкек, Рабочий Городок, ул. Айни 95",42.8545,74.5741,от агента,элитка,кирпичный,2023.0,6.0,12.0,1,43.0,под самоотделку (псо),54000,0
"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",42.8277,74.586,от агента,элитка,монолитный,2023.0,6.0,14.0,2,67.0,евроремонт,105500,0
"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",42.8151,74.6478,от агента,106 серия улучшенная,панельный,2016.0,1.0,9.0,1,46.0,евроремонт,67000,0
"Бишкек, АЮ Grand, Анкара 1/16",42.8565,74.6689,от агента,элитка,кирпичный,2022.0,3.0,16.0,2,70.88,под самоотделку (псо),78000,0
"Бишкек, АУЦА, Токомбаева 15/12",42.8113,74.6294,от агента,индивид. планировка,монолитный,2025.0,2.0,5.0,2,66.0,под самоотделку (псо),118800,0
"Бишкек, 5 м-н",42.8337,74.6293,от агента,104 серия,панельный,1992.0,1.0,4.0,1,30.0,среднее,58000,1
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,кирпичный,2022.0,8.0,12.0,1,46.0,евроремонт,81500,0
"Бишкек, Азия Молл, Балтагулова",42.8544,74.5881,от агента,элитка,кирпичный,2021.0,3.0,10.0,2,47.5,евроремонт,81000,0
"Бишкек, Магистраль, Токомбаева, 29",42.8234,74.6137,от агента,индивид. планировка,кирпичный,2021.0,12.0,12.0,3,135.0,евроремонт,148500,0
"Бишкек, Старый аэропорт, Ажыбек Баатыра 1/10",42.8386,74.5793,от агента,элитка,кирпичный,2026.0,13.0,14.0,2,68.91,под самоотделку (псо),69000,0
"Бишкек, Кок-Жар ж/м",42.8404,74.6374,от агента,элитка,кирпичный,2022.0,3.0,12.0,3,112.0,не достроено,123200,0
"Бишкек, Восток-5 м-н",42.8709,74.6332,от агента,106 серия улучшенная,панельный,1992.0,5.0,9.0,2,52.2,хорошее,82500,1
"Бишкек, Азия Молл",42.854,74.5882,от агента,сталинка,кирпичный,2022.0,3.0,3.0,2,52.0,хорошее,72000,0
"Бишкек, Магистраль, Малдыбаева, 279а",42.8245,74.5977,от агента,индивид. планировка,монолитный,2023.0,13.0,15.0,4,154.0,евроремонт,310000,0
"Бишкек, Золотой квадрат, Разакова 13/Боконбаева",42.8674,74.6043,от агента,элитка,кирпичный,2022.0,9.0,13.0,1,54.0,под самоотделку (псо),86400,0
"Бишкек, Магистраль",42.8195,74.6148,от агента,элитка,кирпичный,2022.0,10.0,14.0,1,44.0,под самоотделку (псо),65000,0
"Бишкек, Магистраль, Токомбаева / Куттубаева",42.8165,74.6181,от агента,элитка,монолитный,2025.0,4.0,18.0,2,55.0,под самоотделку (псо),82500,0
"Бишкек, Ден Сяопина - Фучика",42.8819,74.5431,от агента,индивид. планировка,кирпичный,2022.0,1.0,3.0,2,56.0,хорошее,70000,0
"Бишкек, 4 м-н, Койбагарова",42.8392,74.6271,от агента,104 серия,панельный,1990.0,2.0,4.0,3,59.0,хорошее,83500,1
"Бишкек, Московская - Уметалиева 191/Шевченко, 27/1",42.8714,74.5825,от агента,элитка,монолитный,2023.0,2.0,12.0,2,60.0,евроремонт,90000,0
"Бишкек, Старый аэропорт, Бакаева 132",42.8419,74.5772,от агента,элитка,монолитный,2023.0,3.0,9.0,2,87.6,хорошее,132000,0
"Бишкек, Кок-Жар ж/м, Кок-Жар ж/м",42.843,74.645,от агента,элитка,кирпичный,2024.0,3.0,4.0,1,42.0,под самоотделку (псо),40000,0
"Бишкек, Таш Рабат",42.8584,74.617,от агента,хрущевка,кирпичный,2022.0,3.0,4.0,1,30.0,среднее,51500,0
"Бишкек, Джал-29 м-н",42.832,74.5667,от агента,элитка,кирпичный,2022.0,6.0,9.0,1,47.0,евроремонт,68500,0
"Бишкек, с. Кок-Джар",42.8205,74.6495,от агента,элитка,монолитный,2024.0,7.0,14.0,2,69.8,под самоотделку (псо),73000,0
"Бишкек, Московская - Уметалиева, Боконбаева/Тимирязева",42.8708,74.5791,от агента,элитка,монолитный,2021.0,9.0,12.0,2,85.0,евроремонт,150000,0
"Бишкек, Пишпек ж/м, Репина/М. Алыбаева",42.8634,74.5501,от агента,элитка,кирпичный,2021.0,7.0,10.0,1,50.0,хорошее,67900,0
"Бишкек, ЖД вокзал, бул. Эркиндик 1",42.865,74.607,от агента,элитка,монолитный,2024.0,10.0,13.0,2,89.0,под самоотделку (псо),160200,0
"Бишкек, 7 м-н, Жукеева-Пудовкина/Аалы Токомбаева",42.826,74.6133,от агента,элитка,монолитный,2025.0,12.0,16.0,2,60.0,не достроено,96500,0
"Бишкек, ЖД вокзал, бул. Эркиндик 1",42.865,74.607,от агента,элитка,монолитный,2024.0,10.0,13.0,2,88.0,под самоотделку (псо),160000,0
"Бишкек, Карла Маркса, Юнусалиева, 141",42.8437,74.6226,от агента,индивид. планировка,монолитный,2021.0,6.0,12.0,3,93.0,евроремонт,157000,0
"Бишкек, Джал 15 м-н 11",42.8463,74.5679,от агента,105 серия,панельный,1990.0,3.0,9.0,1,45.0,евроремонт,62000,1
"Бишкек, ЖД вокзал, бул. Эркиндик 1",42.865,74.607,от собственника,элитка,монолитный,2024.0,7.0,13.0,3,88.37,под самоотделку (псо),159066,0
"Бишкек, Магистраль, Малдыбаева 279",42.8248,74.5976,от агента,элитка,монолитный,2022.0,6.0,13.0,4,195.0,евроремонт,570000,0
"Бишкек, Пишпек ж/м 101",42.8646,74.5392,от собственника,хрущевка,кирпичный,1966.0,3.0,3.0,1,28.0,евроремонт,52000,1
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от агента,элитка,монолитный,2024.0,1.0,14.0,3,81.94,под самоотделку (псо),75800,0
"Бишкек, Джал-29 м-н, мкрн Джал-29 16",42.8302,74.567,от агента,элитка,монолитный,2016.0,9.0,12.0,2,67.5,евроремонт,106000,0
"Бишкек, Гагарина, Джал, ул. Курчатова 81",42.8469,74.5613,от собственника,элитка,монолитный,2022.0,5.0,14.0,1,46.0,евроремонт,71500,0
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,от собственника,элитка,монолитный,2023.0,6.0,14.0,1,40.0,евроремонт,67000,0
"Бишкек, 4 м-н",42.8362,74.6279,от собственника,104 серия,панельный,1992.0,1.0,4.0,2,43.0,среднее,69000,1
"Бишкек, 8 м-н",42.8296,74.6101,от агента,индивид. планировка,кирпичный,1989.0,4.0,4.0,4,76.0,хорошее,120000,1
"Бишкек, Магистраль, Байтик Баатыра, 4Б",42.8181,74.605,от агента,индивид. планировка,монолитный,2023.0,2.0,15.0,1,63.48,евроремонт,87000,0
"Бишкек, VEFA, Кулатова/Элебаева",42.8592,74.6134,от агента,элитка,монолитный,2022.0,14.0,15.0,2,48.0,евроремонт,87000,0
"Бишкек, Сквер Тоголок Молдо, Коенкозова/Чуйкова",42.8656,74.5939,от агента,элитка,монолитный,2020.0,7.0,10.0,1,48.0,евроремонт,82000,0
"Бишкек, Золотой квадрат, боконбаева-раззакова",42.8697,74.6067,от агента,элитка,кирпичный,2022.0,9.0,13.0,1,54.0,под самоотделку (псо),87000,0
"Бишкек, ЦУМ",42.874,74.611,от агента,индивид. планировка,панельный,1992.0,8.0,12.0,4,137.0,евроремонт,158500,1
"Бишкек, Юбилейка",42.8623,74.6129,от агента,индивид. планировка,кирпичный,2022.0,3.0,5.0,3,79.0,хорошее,104000,0
"Бишкек, Кок-Жар ж/м, Токомбаева 27/4, 27/5",42.8475,74.6418,от собственника,элитка,монолитный,2025.0,9.0,12.0,1,38.1,под самоотделку (псо),45000,0
"Бишкек, Гагарина",42.8517,74.537,от агента,индивид. планировка,кирпичный,2022.0,1.0,1.0,3,68.0,евроремонт,112000,0
"Бишкек, 3 м-н 19/Кайбогарова",42.8384,74.6197,от собственника,104 серия,панельный,1992.0,4.0,4.0,3,64.0,евроремонт,90000,1
"Бишкек, Кок-Жар м-н, Молдокулова",42.8494,74.6316,от агента,106 серия улучшенная,панельный,1992.0,7.0,9.0,3,82.0,хорошее,129500,1
"Бишкек, Космос, Скрябина 19/Панфилова",42.8505,74.5987,от собственника,хрущевка,кирпичный,1970.0,3.0,4.0,2,46.0,среднее,60000,1
"Бишкек, Площадь Победы, Гоголя /Фрунзе",42.8806,74.6196,от агента,104 серия,панельный,1992.0,1.0,4.0,3,58.0,хорошее,82500,1
"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",42.8176,74.6247,от агента,элитка,монолитный,2022.0,13.0,16.0,3,99.44,под самоотделку (псо),99500,0
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8462,74.5662,от агента,элитка,монолитный,2023.0,13.0,14.0,3,86.0,евроремонт,128000,0
"Бишкек, Сквер Тоголок Молдо, Чуйкова 136/2/Коенкозова",42.8659,74.5918,от собственника,элитка,монолитный,2020.0,4.0,10.0,3,118.0,евроремонт,195000,0
"Бишкек, Душанбинка, Токтоналиева, 6в",42.8505,74.5913,от агента,104 серия,панельный,1969.0,2.0,5.0,2,44.4,евроремонт,68500,1
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от агента,элитка,монолитный,2025.0,13.0,17.0,2,78.0,под самоотделку (псо),99060,0
