address,lat,lon,building_material,build_year,floor,total_floors,rooms,area_total,usd_price,is_old,condition_unfinished,series_group
"Бишкек, Церковь",42.885,74.5986,панельный,2024.0,7.0,9.0,2,74.0,74000,0,1,low
"Бишкек, Магистраль, Токомбаева 27",42.8221,74.6137,монолитный,2023.0,7.0,9.0,1,52.0,90000,0,0,low
"Бишкек, Магистраль, Токомбаева, 23",42.8171,74.6103,кирпичный,2023.0,7.0,12.0,4,78.11,147500,0,0,mid
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,3.0,14.0,1,39.0,53000,0,1,low
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,монолитный,2023.0,7.0,10.0,3,80.5,80000,0,1,low
"Бишкек, 12 м-н",42.8133,74.6377,панельный,1992.0,8.0,9.0,3,64.0,99000,1,0,high
"Бишкек, 12 м-н, 12-й микрорайон, 12",42.8159,74.6375,монолитный,2018.0,9.0,10.0,3,91.0,162000,0,0,mid
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,кирпичный,2022.0,2.0,14.0,2,93.0,98580,0,1,low
"Бишкек, Кара-Жыгач ж/м 65",42.858,74.6571,кирпичный,2022.0,5.0,5.0,1,39.8,51000,0,0,mid
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,монолитный,2023.0,10.0,14.0,1,44.0,53500,0,1,low
"Бишкек, Магистраль, Токомбаева / Куттубаева",42.8165,74.6181,монолитный,2025.0,4.0,18.0,2,84.0,117222,0,1,low
"Бишкек, Средний Джал м-н, Мкр Джал-23 18/3",42.8407,74.5651,монолитный,2023.0,4.0,14.0,1,43.0,65500,0,0,low
"Бишкек, 7 м-н, Юнусалиева 52/1, 52/2",42.8295,74.6214,монолитный,2023.0,10.0,10.0,1,50.0,82000,0,0,low
"Бишкек, Верхний Джал м-н, Джал 29/пр. Масалиева",42.8339,74.5672,кирпичный,2022.0,4.0,10.0,3,110.5,188000,0,0,low
"Бишкек, Магистраль, ​Байтик Баатыра 4в/1",42.8195,74.5992,монолитный,2025.0,5.0,9.0,4,133.0,175000,0,1,low
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8179,74.6109,монолитный,2022.0,5.0,16.0,3,64.0,112000,0,0,low
"Бишкек, Асанбай м-н",42.8162,74.6294,монолитный,2023.0,7.0,18.0,3,72.0,125000,0,0,mid
"Бишкек, Магистраль, пр. Мира 82/1",42.8268,74.5856,монолитный,2020.0,4.0,12.0,4,125.61,190000,0,1,low
"Бишкек, Аламедин-1 м-н",42.8779,74.6852,панельный,1992.0,4.0,5.0,3,65.0,83000,1,0,high
"Бишкек, Старый аэропорт",42.8385,74.5828,кирпичный,2020.0,8.0,11.0,2,96.0,159500,0,1,low
"Бишкек, Ден Сяопина - Фучика, Ильменская 19",42.881,74.5425,панельный,2025.0,3.0,5.0,2,67.0,67320,0,1,low
"Бишкек, Советская - Скрябина, Байтик Баатыра 9а/Скрябина",42.8496,74.6098,кирпичный,1961.0,3.0,4.0,2,42.0,63000,1,0,high
"Бишкек, КНУ, Фрунзе 571/Уметалиева",42.8821,74.5817,монолитный,2020.0,9.0,12.0,3,109.0,179000,0,0,low
"Бишкек, Восток-5 м-н, восток 5",42.8745,74.6308,панельный,1992.0,3.0,9.0,1,45.0,66000,1,0,high
"Бишкек, Ак Кеме, Минжилкиева 117",42.836,74.5828,монолитный,2019.0,12.0,13.0,2,76.0,175000,0,0,low
"Бишкек, Мадина,  ул. 7 апреля",42.8694,74.6376,монолитный,2022.0,11.0,16.0,1,49.0,74000,0,0,low
"Бишкек, Карагачевая роща, Осмонкула 299",42.904,74.6271,кирпичный,1985.0,2.0,2.0,3,64.0,62000,1,0,mid
"Бишкек, Магистраль,  ул. Куттубаева, 15/Магистраль",42.8132,74.6202,монолитный,2023.0,9.0,12.0,2,64.0,104000,0,0,low
"Бишкек, Магистраль, Сухэ Батора",42.8219,74.6172,кирпичный,2024.0,6.0,14.0,2,77.0,101000,0,1,low
"Бишкек, Арча-Бешик ж/м, Бакаева/Магистраль",42.8277,74.5761,кирпичный,2025.0,14.0,15.0,1,53.0,79000,0,1,low
"Бишкек, Юг-2 м-н, игембердиева/льва толстого",42.8595,74.6084,кирпичный,2022.0,7.0,8.0,4,146.0,190000,0,0,mid
"Бишкек, Джальская больница, Айни 73",42.8487,74.5735,монолитный,2025.0,2.0,9.0,3,92.0,124200,0,1,low
"Бишкек, Академия Наук, Тимирязева 99/Абдумомунова",42.8804,74.5798,монолитный,2022.0,9.0,12.0,2,72.0,100000,0,1,low
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,12.0,12.0,3,120.0,285000,0,0,low
"Бишкек, 3 м-н",42.8359,74.6214,панельный,1971.0,2.0,4.0,3,65.0,88000,1,0,high
"Бишкек, Магистраль, пр. Мира/Южная магистраль",42.8245,74.5842,монолитный,2017.0,9.0,11.0,3,133.0,219450,0,1,low
"Бишкек, Магистраль, проспект Манаса 90/магистраль",42.8233,74.5858,кирпичный,2024.0,7.0,12.0,1,53.0,92750,0,0,low
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8441,74.5672,монолитный,2023.0,12.0,14.0,1,42.0,55000,0,1,low
"Бишкек, Кок-Жар ж/м",42.8337,74.64,кирпичный,2022.0,3.0,14.0,3,128.0,145000,0,1,low
"Бишкек, Кок-Жар ж/м, Кок-Жайык, 212",42.849,74.6495,кирпичный,2021.0,1.0,2.0,2,39.0,55000,0,0,mid
"Бишкек, Арча-Бешик ж/м",42.8215,74.5422,кирпичный,2022.0,1.0,3.0,6,260.0,267800,0,1,low
"Бишкек, ЦУМ, Советская 176/Советская/Киевская",42.8762,74.6148,кирпичный,1989.0,11.0,12.0,2,64.0,88000,1,0,mid
"Бишкек, Баха",42.8396,74.5629,кирпичный,2022.0,11.0,12.0,2,70.0,116000,0,0,low
"Бишкек, АЮ Grand, Анкара 10а",42.8531,74.6762,монолитный,2025.0,10.0,13.0,2,67.0,83000,0,0,low
"Бишкек, БГУ, пр. Мира/Сухомлинова",42.8467,74.5859,монолитный,2023.0,9.0,12.0,2,46.0,91000,0,0,low
"Бишкек, Ак-Орго ж/м, Циолковского 71",42.846,74.5185,кирпичный,2017.0,7.0,7.0,1,37.0,44000,0,0,mid
"Бишкек, Джал-23 м-н (Нижний Джал) 68",42.8427,74.5638,панельный,1992.0,9.0,9.0,1,34.0,57000,1,0,high
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.8191,74.6047,монолитный,2025.0,4.0,16.0,4,137.0,126000,0,1,low
"Бишкек, Золотой квадрат, Раззакова, 13",42.8674,74.6044,кирпичный,2022.0,10.0,13.0,1,49.0,82000,0,0,mid
"Бишкек, Ак Кеме, Толомуша Океева, 39",42.8358,74.5819,кирпичный,2021.0,5.0,14.0,5,201.7,599000,0,0,mid
"Бишкек, Душанбинка, Токтоналиева, 30",42.8472,74.5948,кирпичный,1965.0,3.0,4.0,2,42.0,73500,1,0,high
"Бишкек, Золотой квадрат, Раззакова 22/Боконбаева",42.868,74.6035,кирпичный,2013.0,12.0,12.0,3,300.0,450000,0,0,low
"Бишкек, Магистраль, Токомбаева 17/3",42.8152,74.6174,монолитный,2023.0,1.0,4.0,5,241.0,530200,0,1,low
"Бишкек, Старый аэропорт, Ажибек Баатыра 1д",42.8398,74.5781,монолитный,2024.0,8.0,10.0,3,111.0,160000,0,1,low
"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",42.8644,74.5878,монолитный,2024.0,10.0,20.0,2,64.0,83000,0,1,low
"Бишкек, Юбилейка, кулатова",42.8596,74.6128,кирпичный,2022.0,3.0,4.0,3,58.0,92000,0,0,high
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,монолитный,2021.0,5.0,12.0,2,80.0,91310,0,0,low
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8441,74.5672,монолитный,2023.0,8.0,14.0,1,40.0,51000,0,1,low
"Бишкек, КНУ, Абдымомунова/Уметалиева",42.8812,74.5812,монолитный,2021.0,12.0,12.0,2,56.0,112000,0,0,low
"Бишкек, Политех, Ажыбек Баатыра 15/Шота Руставели",42.8407,74.583,кирпичный,2024.0,10.0,14.0,2,41.0,85000,0,0,low
"Бишкек, Молодая Гвардия, Бокомбаева 247",42.8688,74.5732,кирпичный,2022.0,1.0,4.0,2,44.0,71000,0,0,high
"Бишкек, Магистраль, ул. Куттубаева, 15",42.813,74.6193,кирпичный,2022.0,7.0,12.0,2,68.3,106000,0,0,low
"Бишкек, Академия Наук",42.878,74.5835,кирпичный,2022.0,3.0,9.0,2,64.0,118000,0,0,low
"Бишкек, КНУ, Фрунзе 571/Уметалиева",42.8821,74.5817,монолитный,2020.0,8.0,12.0,1,49.0,73500,0,1,low
"Бишкек, Кок-Жар ж/м",42.8466,74.6417,панельный,1992.0,4.0,9.0,1,35.0,58000,1,0,high
"Бишкек, Академия Наук, Турусбекова, 88",42.8771,74.5842,кирпичный,2014.0,8.0,9.0,2,68.0,135000,0,0,mid
"Бишкек, Магистраль, Токомбаева 29",42.823,74.6126,монолитный,2024.0,3.0,8.0,3,108.0,168000,0,1,low
"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",42.8223,74.6161,монолитный,2024.0,12.0,14.0,2,85.0,96800,0,1,low
"Бишкек, Аламедин-1 м-н, мкрн Аламедин-1 34/1",42.8758,74.6819,кирпичный,2020.0,9.0,9.0,1,40.0,53000,0,0,low
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.856,74.6886,кирпичный,2024.0,10.0,12.0,3,91.0,90000,0,1,low
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8516,74.5347,монолитный,2023.0,8.0,10.0,3,45.0,119000,0,0,low
"Бишкек, 7 м-н",42.8298,74.6172,панельный,1992.0,4.0,4.0,1,32.0,62000,1,0,high
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8181,74.6164,монолитный,2021.0,2.0,8.0,3,103.42,156000,0,1,low
"Бишкек, Ак Кеме",42.8341,74.5837,панельный,1992.0,8.0,9.0,1,45.0,65000,1,0,low
"Бишкек, 1000 мелочей, Ахматбека Суюмбаева, 80",42.874,74.6235,панельный,1985.0,3.0,5.0,2,50.0,88000,1,0,high
"Бишкек, Гагарина, ул.Космическая 96",42.8469,74.5576,монолитный,2024.0,11.0,11.0,2,56.0,85000,0,0,low
"Бишкек, Магистраль, Сухэ Батора",42.8219,74.6172,кирпичный,2022.0,2.0,14.0,3,137.0,239750,0,0,low
"Бишкек, Пишпек ж/м",42.8606,74.5439,кирпичный,2022.0,2.0,9.0,1,48.0,45000,0,0,low
"Бишкек, Юг-2 м-н",42.8594,74.6083,панельный,1992.0,1.0,4.0,3,58.0,81000,1,0,high
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,монолитный,2023.0,4.0,12.0,1,46.0,71000,0,0,low
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,8.0,12.0,2,74.0,75000,0,1,low
"Бишкек, Аламедин-1 м-н",42.8783,74.687,кирпичный,2022.0,5.0,5.0,1,33.0,54500,0,0,high
"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",42.8822,74.6003,монолитный,2017.0,11.0,13.0,3,87.4,155000,0,0,low
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,монолитный,2025.0,2.0,10.0,2,57.34,59000,0,1,low
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8133,74.6188,монолитный,2023.0,5.0,12.0,1,55.0,74000,0,1,low
"Бишкек, Лебединовка,  ул.Ленина(быв Салиева), пер. Чкалова 89",42.8825,74.6713,кирпичный,2022.0,4.0,10.0,3,93.0,93500,0,1,low
"Бишкек, VEFA, Кулатова/Элебаева",42.8592,74.6134,монолитный,2022.0,14.0,14.0,2,48.0,84500,0,0,low
"Бишкек, Магистраль, Б.Баатыра/А.Токомбаева",42.8215,74.6054,монолитный,2025.0,9.0,25.0,1,62.0,83700,0,1,low
"Бишкек, Физкультурный, Суванбердиева 110",42.8481,74.6144,монолитный,2025.0,4.0,12.0,2,70.0,85000,0,1,low
"Бишкек, Золотой квадрат, Боконбаева/Бульвар Эркиндик",42.8673,74.6073,кирпичный,2018.0,10.0,10.0,6,600.0,730000,0,0,low
"Бишкек, Карла Маркса, Карасаева 2/3/Белорусская",42.8543,74.6255,панельный,1995.0,3.0,9.0,2,57.0,88000,1,0,low
"Бишкек, Верхний Джал м-н,",42.836,74.567,монолитный,2023.0,7.0,16.0,3,96.0,157000,0,0,low
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8249,74.591,монолитный,2022.0,4.0,9.0,1,48.0,86000,0,0,low
"Бишкек, с. Кок-Джар, Арашан, 10а",42.8174,74.648,кирпичный,2025.0,2.0,12.0,3,91.64,72789,0,0,mid
"Бишкек, 12 м-н, 12 мкр., ул. Токомбаева/Саякбая Каралаева",42.8124,74.6397,монолитный,2025.0,8.0,13.0,3,88.14,102000,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19/Чокана Валиханова",42.8563,74.6721,монолитный,2024.0,7.0,14.0,3,88.0,88500,0,1,low
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,10.0,12.0,2,74.0,90500,0,1,low
"Бишкек, Аламедин-1 м-н, Аламедин-1 (Токмакская 45)",42.8805,74.6841,кирпичный,2024.0,9.0,9.0,1,28.0,40000,0,0,mid
"Бишкек, ЖД вокзал, Чуйкова, 125",42.8665,74.6007,кирпичный,2024.0,11.0,12.0,2,74.6,128000,0,0,mid
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.903,74.5877,кирпичный,2024.0,5.0,5.0,1,39.0,49000,0,1,low
"Бишкек, Восток-5 м-н",42.8707,74.6321,кирпичный,2022.0,9.0,12.0,2,71.0,110000,0,0,low
"Бишкек, Кудайберген, Делбирим 10/Садыгалиева",42.8832,74.5189,монолитный,2025.0,3.0,5.0,2,60.0,45000,0,1,mid
"Бишкек, Рабочий Городок, Салтыкова-Щедрина 37",42.8558,74.5602,кирпичный,2022.0,2.0,4.0,2,40.0,55000,0,0,mid
"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова 2",42.8337,74.6393,монолитный,2025.0,5.0,14.0,1,48.0,86000,0,0,low
"Бишкек, Мадина,  ул. 7 апреля",42.8689,74.6377,монолитный,2022.0,16.0,17.0,1,50.0,54500,0,1,low
"Бишкек, Золотой квадрат, Сагынбая манасчы 99/Эркиндик",42.8708,74.6079,кирпичный,2009.0,5.0,10.0,4,220.0,460000,0,0,low
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,монолитный,2022.0,2.0,12.0,3,92.0,150000,0,0,low
"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",42.8581,74.6338,кирпичный,2025.0,2.0,14.0,1,49.0,60500,0,1,low
"Бишкек, 10 м-н",42.8297,74.6014,панельный,1992.0,4.0,5.0,3,63.0,97000,1,0,high
"Бишкек, Магистраль, Байтик-Баатыра / А. Токомбаева",42.8192,74.6031,монолитный,2024.0,10.0,14.0,2,54.0,91500,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева",42.8177,74.622,монолитный,2021.0,6.0,12.0,3,116.0,207000,0,0,low
"Бишкек, АЮ Grand, мкр. Тунгуч",42.8548,74.6766,монолитный,2023.0,9.0,13.0,2,67.0,98000,0,0,low
"Бишкек, 5 м-н, Шопена 81/Саякбая Каралаева",42.83,74.6291,кирпичный,2022.0,2.0,5.0,1,38.0,61000,0,0,high
"Бишкек, Магистраль, Байтик Баатыра/Южная магистраль",42.8198,74.604,монолитный,2022.0,14.0,16.0,2,75.0,130000,0,0,low
"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",42.8277,74.586,монолитный,2021.0,6.0,14.0,2,67.0,116000,0,0,low
"Бишкек, 10 м-н, Масалиева 38/Советской",42.8295,74.6002,монолитный,1987.0,10.0,17.0,3,83.0,103000,1,0,mid
"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",42.882,74.5768,монолитный,2023.0,11.0,14.0,3,63.0,96500,0,0,low
"Бишкек, Московская - Уметалиева, Боконбаева-Уметалиева 8",42.8674,74.5802,монолитный,2023.0,4.0,13.0,2,43.0,77500,0,0,low
