address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,area_living,condition,usd_price
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2023.0,8.0,10.0,2,59.0,,евроремонт,103000
"Бишкек, Бишкек-Парк, Токтогула/Исанова",42.873,74.5901,от собственника,элитка,монолитный,2018.0,16.0,16.0,2,138.8,101.1,евроремонт,190000
"Бишкек, Тунгуч м-н",42.8524,74.689,от агента,106 серия,панельный,,4.0,9.0,2,52.0,,среднее,82000
"Бишкек, Дворец спорта, Абдумомунова 244",42.8799,74.594,от агента,элитка,монолитный,2018.0,6.0,10.0,1,74.0,,евроремонт,112000
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8473,74.6031,от агента,элитка,монолитный,2022.0,10.0,16.0,2,74.0,,евроремонт,129500
"Бишкек, VEFA, Кулатова/Элебаева",42.8585,74.6119,от агента,элитка,монолитный,2022.0,10.0,14.0,1,35.0,,хорошее,70500
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.813,74.6193,от агента,элитка,монолитный,2023.0,2.0,12.0,2,47.0,,евроремонт,78000
"Бишкек, Центральная мечеть",42.8652,74.6199,от агента,105 серия,панельный,,5.0,5.0,2,50.0,32.0,евроремонт,77500
"Бишкек, Магистраль, Дуйшеева 6/4/Токомбаева",42.8195,74.6155,от собственника,элитка,монолитный,2019.0,10.0,12.0,3,103.0,85.0,евроремонт,175000
"Бишкек, БГУ",42.8513,74.5794,от агента,элитка,кирпичный,,9.0,17.0,3,97.0,,под самоотделку (псо),106700
"Бишкек, Магистраль, Сухэ-Батора, 12 стр 1",42.8198,74.6134,от агента,индивид. планировка,монолитный,2024.0,8.0,20.0,4,155.8,82.3,,235000
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2023.0,8.0,10.0,1,42.0,,евроремонт,66500
"Бишкек, Парк Ататюрк, Ахунбаева 108а",42.8427,74.594,от агента,хрущевка,кирпичный,1965.0,2.0,4.0,2,36.0,28.0,среднее,63000
"Бишкек, Центральная мечеть, Жоомарта Боконбаева, 2",42.8661,74.622,от агента,104 серия,монолитный,1975.0,5.0,5.0,3,58.0,44.0,,79000
"Бишкек, АЮ Grand, мкр. Тунгуч",42.8548,74.6766,от собственника,элитка,монолитный,2025.0,8.0,13.0,2,67.0,,под самоотделку (псо),77000
"Бишкек, Махатма Ганди - БЧК, Джамбула, 60",42.8911,74.5843,от агента,индивид. планировка,кирпичный,2018.0,1.0,4.0,4,161.1,85.7,,250000
"Бишкек, Карпинка, Ахматбека Суюмбаева, 37",42.8709,74.6242,от агента,индивид. планировка,монолитный,2021.0,5.0,10.0,2,79.8,46.0,,122000
"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",42.8559,74.6616,от собственника,элитка,кирпичный,2022.0,7.0,10.0,2,72.0,,под самоотделку (псо),75000
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,от агента,элитка,монолитный,2023.0,13.0,13.0,1,41.0,,евроремонт,56000
"Бишкек, Магистраль, Аалы Токомбаева",42.8138,74.6248,от агента,элитка,монолитный,2018.0,2.0,10.0,2,77.0,,евроремонт,117000
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.818,74.6032,от агента,элитка,монолитный,2021.0,6.0,12.0,2,53.0,,евроремонт,72500
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,от агента,элитка,кирпичный,2023.0,11.0,14.0,2,43.0,,под самоотделку (псо),52500
"Бишкек, Аламедин-1 м-н, Аламедин-1 (Токмакская 45)",42.8805,74.6841,от агента,элитка,монолитный,2025.0,5.0,9.0,1,28.0,,евроремонт,45000
"Бишкек, Кок-Жар ж/м, Куйручук 1",42.8342,74.6404,от собственника,106 серия улучшенная,панельный,2014.0,4.0,9.0,1,45.5,23.3,хорошее,60000
"Бишкек, Чокана Валиханова - Исакеева,  ул. Исакеева/Виноградная",42.8643,74.6673,от собственника,элитка,монолитный,2025.0,14.0,14.0,3,95.0,,евроремонт,81000
"Бишкек, Асанбай м-н, Аалы Токомбаева 21/4/Куттубаева",42.8176,74.6247,от собственника,элитка,монолитный,2024.0,6.0,12.0,3,100.0,,под самоотделку (псо),125000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от агента,108 серия,монолитный,2023.0,5.0,9.0,1,25.0,,евроремонт,46500
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6409,от агента,элитка,кирпичный,2025.0,9.0,16.0,1,38.0,,под самоотделку (псо),41500
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,4.0,15.0,2,77.0,,под самоотделку (псо),94500
"Бишкек, Карла Маркса, Белорусская 2/2/Горького",42.8553,74.6251,от собственника,106 серия,кирпичный,,7.0,9.0,1,36.0,,среднее,55900
"Бишкек, с. Кок-Джар, Конур Осмон, 178а",42.8147,74.6473,от агента,индивид. планировка,кирпичный,2024.0,3.0,9.0,1,52.0,18.0,,53000
"Бишкек, Золотой квадрат, Боконбаева 115",42.8675,74.6027,от агента,элитка,монолитный,2015.0,5.0,9.0,3,100.0,,евроремонт,320000
"Бишкек, 6 м-н, Каралаева 7/4",42.8249,74.6322,от агента,элитка,монолитный,2018.0,2.0,10.0,1,42.0,,евроремонт,80000
"Бишкек, Центральная мечеть, гоголя 8",42.8684,74.6186,от агента,104 серия,панельный,,2.0,4.0,2,45.0,,хорошее,80000
"Бишкек, 9 м-н 40",42.8356,74.602,от собственника,104 серия,панельный,,4.0,4.0,3,60.0,,евроремонт,88000
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,от агента,элитка,монолитный,2023.0,13.0,13.0,1,42.0,,евроремонт,71000
"Бишкек, 6 м-н, 6-й микрорайон, 2",42.8264,74.6254,от агента,малосемейка,панельный,2009.0,6.0,9.0,1,35.0,17.9,,72000
"Бишкек, Политех",42.846,74.5852,от агента,хрущевка,кирпичный,,1.0,3.0,2,40.0,,среднее,59900
"Бишкек, АЮ Grand",42.857,74.6747,от агента,малосемейка,кирпичный,,2.0,5.0,1,17.0,,среднее,24500
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,от агента,элитка,монолитный,2022.0,9.0,12.0,1,46.0,30.0,евроремонт,78500
"Бишкек, Кок-Жар м-н",42.8474,74.6337,от агента,элитка,панельный,,1.0,9.0,1,54.0,,евроремонт,63000
"Бишкек, Арча-Бешик ж/м, Комсомольская",42.8304,74.549,от агента,элитка,кирпичный,2024.0,2.0,9.0,2,82.0,,под самоотделку (псо),83000
"Бишкек, КНУ",42.8811,74.5809,от агента,индивид. планировка,кирпичный,,1.0,4.0,2,50.0,,хорошее,73500
"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",42.8476,74.5672,от агента,элитка,монолитный,2023.0,15.0,16.0,2,78.0,,под самоотделку (псо),85000
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,от собственника,элитка,монолитный,2019.0,12.0,12.0,3,125.0,,евроремонт,228000
"Бишкек, с. Орто-Сай, Рысмендиева 1б",42.802,74.5869,от агента,индивид. планировка,панельный,1970.0,1.0,2.0,3,52.0,21.3,среднее,87000
"Бишкек, VEFA, Радищева 19/Карасаева",42.855,74.6088,от агента,элитка,монолитный,2027.0,5.0,14.0,1,52.0,,не достроено,57200
"Бишкек, КНУ, Турусбекова 124/Фрунзе",42.883,74.5849,от собственника,элитка,кирпичный,2015.0,7.0,10.0,3,96.9,,евроремонт,157000
"Бишкек, Лебединовка",42.8776,74.6696,от собственника,105 серия,панельный,1989.0,3.0,5.0,2,49.0,,хорошее,75000
"Бишкек, Мадина,  ул. 7 апреля",42.8689,74.6377,от агента,элитка,монолитный,2022.0,7.0,16.0,3,100.0,,под самоотделку (псо),106000
"Бишкек, Октябрьский район",42.8449,74.6244,от агента,индивид. планировка,кирпичный,2013.0,1.0,1.0,4,129.0,120.0,среднее,202202
"Бишкек, Джал-23 м-н (Нижний Джал)",42.842,74.5658,от агента,элитка,кирпичный,,10.0,12.0,1,49.0,,хорошее,75000
"Бишкек, 12 м-н",42.8133,74.6369,от агента,элитка,монолитный,,10.0,10.0,2,68.0,,евроремонт,103000
"Бишкек, Академия МВД, Л.Толстого/Ч.Валиханова",42.8687,74.678,от агента,элитка,кирпичный,2024.0,2.0,12.0,3,63.3,,под самоотделку (псо),60135
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,от агента,элитка,монолитный,2021.0,6.0,14.0,3,106.0,,под самоотделку (псо),110500
"Бишкек, Старый аэропорт",42.8396,74.5824,от агента,хрущевка,кирпичный,,2.0,5.0,1,31.0,18.0,хорошее,55500
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,9.0,12.0,3,104.0,,под самоотделку (псо),112000
"Бишкек, 8 м-н",42.8349,74.6105,от агента,элитка,кирпичный,,6.0,8.0,3,75.4,,хорошее,97000
"Бишкек, Карла Маркса",42.8424,74.6227,от агента,хрущевка,кирпичный,,4.0,4.0,2,42.0,,хорошее,65000
